Day of Year,Year,Month,Day,First Hour of Period,Is Daylight,Distance to Solar Noon,Average Temperature (Day),Average Wind Direction (Day),Average Wind Speed (Day),Sky Cover,Visibility,Relative Humidity,Average Wind Speed (Period),Average Barometric Pressure (Period),Power Generated
67,2009,3,8,16,True,0.314285714,52,26,13.4,1,10.0,64,22.0,29.97,16173
265,2008,9,21,4,False,0.660273973,63,27,14.4,3,10.0,81,13.0,29.96,0
117,2009,4,27,22,False,0.724053724,52,26,16.8,3,10.0,74,16.0,30.06,0
343,2008,12,8,22,False,1.138408304,50,33,4.9,0,10.0,86,3.0,30.09,0
185,2009,7,4,13,True,0.052154195,64,27,11.0,1,10.0,55,21.0,29.99,34902
222,2009,8,10,1,False,0.816203144,73,30,10.3,0,10.0,78,5.0,29.88,0
208,2009,7,27,7,True,0.370023419,61,29,14.2,4,9.0,90,8.0,29.97,620
178,2009,6,27,19,True,0.459367946,70,30,9.7,0,10.0,43,17.0,29.85,1950
232,2009,8,20,16,True,0.281637717,64,28,12.3,1,10.0,65,21.0,29.9,18709
69,2009,3,10,1,False,0.964539007,48,27,6.3,0,10.0,65,5.0,30.17,0
289,2008,10,15,19,True,0.632440476,68,29,6.4,1,10.0,58,11.0,30.01,0
246,2008,9,2,16,True,0.297680412,72,29,6.8,0,10.0,30,18.0,29.84,15408
331,2008,11,26,16,True,0.513559322,55,34,2.1,4,6.0,86,0.0,29.89,68
142,2009,5,22,22,False,0.686705202,59,27,10.2,4,10.0,86,13.0,29.94,0
9,2009,1,9,16,True,0.484589041,49,11,6.6,1,10.0,39,6.0,30.26,8333
171,2009,6,20,13,True,0.05524239,59,26,18.8,3,10.0,63,20.0,29.79,32083
342,2008,12,7,1,False,1.037996546,50,27,6.6,2,8.0,86,6.0,30.17,0
135,2009,5,15,1,False,0.78077374,58,29,12.9,4,10.0,96,14.0,30.0,0
304,2008,10,30,19,False,0.668231612,59,16,8.6,4,10.0,75,0.0,29.94,0
307,2008,11,2,10,True,0.083860759,62,23,8.1,3,10.0,78,0.0,30.07,10258
271,2008,9,27,22,False,0.837988827,66,29,9.1,1,10.0,81,5.0,29.92,0
249,2008,9,5,4,False,0.635416667,77,29,8.5,0,10.0,70,7.0,29.76,0
152,2009,6,1,10,True,0.145952109,59,27,10.9,3,9.0,70,14.0,29.93,6125
44,2009,2,13,4,False,0.687306502,49,21,8.1,4,5.0,80,21.0,29.96,0
216,2009,8,4,16,True,0.266984505,66,27,12.0,1,10.0,55,21.0,29.99,20199
168,2009,6,17,10,True,0.147688839,62,26,14.0,4,10.0,81,14.0,29.96,10068
349,2008,12,14,4,False,0.740418118,45,16,7.8,2,10.0,76,6.0,29.93,0
288,2008,10,14,16,True,0.361481481,65,29,4.9,1,10.0,31,14.0,30.05,9756
6,2009,1,6,22,False,1.110344828,49,17,3.5,4,10.0,90,0.0,30.29,0
65,2009,3,6,4,False,0.634532374,52,28,12.6,2,10.0,71,9.0,30.14,0
133,2009,5,13,19,True,0.487058824,58,27,16.6,3,10.0,48,18.0,30.06,1258
131,2009,5,11,7,True,0.361275089,57,27,23.5,2,10.0,77,14.0,30.01,7837
198,2009,7,17,7,True,0.3640553,62,30,13.7,1,10.0,83,6.0,30.03,5203
74,2009,3,15,13,True,0.057182706,55,18,8.2,4,10.0,78,10.0,30.12,8957
39,2009,2,8,22,False,1.001574803,50,23,9.0,3,10.0,77,15.0,29.83,0
123,2009,5,3,10,True,0.152827918,59,23,9.8,4,10.0,81,15.0,30.13,5395
269,2008,9,25,4,False,0.668055556,67,29,9.3,0,10.0,80,6.0,29.9,0
65,2009,3,6,7,True,0.375539568,52,28,12.6,4,10.0,80,3.0,30.14,467
6,2009,1,6,1,False,1.062068966,49,17,3.5,4,9.0,86,0.0,30.25,0
321,2008,11,16,10,True,0.090909091,63,5,2.0,0,8.0,78,3.0,30.11,16232
348,2008,12,13,4,False,0.737391304,49,29,15.9,4,9.0,69,22.0,29.85,0
223,2009,8,11,10,True,0.163636364,66,30,9.3,1,10.0,70,7.0,30.03,11209
285,2008,10,11,22,False,0.885630499,61,31,14.6,0,10.0,25,9.0,30.04,0
291,2008,10,17,22,False,0.905688623,70,31,4.4,0,10.0,48,3.0,29.99,0
175,2009,6,24,4,True,0.554678692,63,32,7.9,1,10.0,90,7.0,29.79,0
153,2009,6,2,13,True,0.059225513,60,28,12.2,3,10.0,63,17.0,29.94,33753
199,2009,7,18,22,False,0.673587082,64,30,13.0,1,10.0,90,13.0,29.91,0
262,2008,9,18,19,True,0.564450475,60,26,7.9,1,10.0,65,8.0,29.96,112
337,2008,12,2,16,True,0.516295026,56,28,6.9,2,10.0,70,10.0,30.15,5666
270,2008,9,26,22,False,0.83310153,66,29,10.7,1,10.0,90,10.0,29.94,0
95,2009,4,5,19,True,0.53125,59,23,3.5,0,10.0,17,6.0,30.02,570
48,2009,2,17,16,True,0.422018349,51,18,11.8,3,10.0,80,6.0,29.96,2903
104,2009,4,14,16,True,0.291508238,50,29,26.6,2,10.0,61,39.0,29.91,7428
209,2009,7,28,1,False,0.79342723,62,27,12.8,4,10.0,87,11.0,29.89,0
48,2009,2,17,19,True,0.697247706,51,18,11.8,3,10.0,83,6.0,30.02,145
236,2009,8,24,16,True,0.286072773,61,27,8.1,1,10.0,63,14.0,29.95,18560
140,2009,5,20,10,True,0.146341463,57,27,12.3,2,10.0,56,11.0,29.97,30910
357,2008,12,22,4,False,0.748691099,48,26,8.9,3,10.0,89,3.0,29.86,0
42,2009,2,11,7,True,0.411856474,49,22,7.7,3,10.0,96,6.0,30.14,0
41,2009,2,10,1,False,0.976525822,46,22,10.4,1,10.0,73,6.0,30.12,0
162,2009,6,11,10,True,0.145762712,63,26,16.3,4,9.0,70,14.0,29.99,10910
198,2009,7,17,4,False,0.571428571,62,30,13.7,1,10.0,93,10.0,30.01,0
8,2009,1,8,16,True,0.48542024,48,4,3.8,2,9.0,80,7.0,30.18,7093
293,2008,10,19,22,False,0.911144578,56,27,11.5,4,10.0,83,10.0,30.1,0
155,2009,6,4,10,True,0.145454545,62,27,8.6,3,10.0,60,6.0,29.98,17306
121,2009,5,1,16,True,0.282082324,56,17,8.5,4,7.0,93,13.0,29.91,1531
250,2008,9,6,13,True,0.06779661,75,30,8.6,0,10.0,29,16.0,29.79,28193
362,2008,12,27,16,True,0.503484321,45,12,1.3,3,10.0,66,0.0,30.36,1869
295,2008,10,21,13,True,0.100151745,64,28,4.0,1,10.0,46,3.0,30.13,25064
27,2009,1,27,22,False,1.042553191,47,36,6.0,0,10.0,66,5.0,30.51,0
233,2009,8,21,19,True,0.506849315,68,29,9.2,2,10.0,70,15.0,29.82,886
216,2009,8,4,1,False,0.805721097,66,27,12.0,4,10.0,93,7.0,30.01,0
274,2008,9,30,16,True,0.34039548,65,29,6.9,2,10.0,53,18.0,29.97,10972
96,2009,4,6,7,True,0.404669261,62,29,6.4,0,10.0,59,3.0,30.03,5180
132,2009,5,12,22,False,0.700471698,56,27,19.0,0,10.0,74,20.0,30.05,0
115,2009,4,25,10,True,0.157248157,52,26,18.0,2,10.0,64,20.0,30.17,29565
274,2008,9,30,7,True,0.422316384,65,29,6.9,2,10.0,83,0.0,30.04,3110
125,2009,5,5,19,True,0.495808383,64,23,7.3,3,10.0,75,6.0,30.07,2021
145,2009,5,25,22,False,0.683179724,56,28,10.6,2,10.0,80,5.0,29.91,0
181,2009,6,30,1,False,0.761581921,65,32,8.1,0,10.0,78,6.0,29.81,0
88,2009,3,29,19,True,0.540612517,54,28,19.6,0,10.0,69,23.0,29.95,516
209,2009,7,28,16,True,0.262910798,62,27,12.8,2,10.0,70,21.0,29.83,14653
177,2009,6,26,7,True,0.353273138,63,29,9.8,4,9.0,83,3.0,29.92,0
192,2009,7,11,1,False,0.770547945,62,28,13.3,4,10.0,90,18.0,29.99,0
177,2009,6,26,22,False,0.662528217,63,29,9.8,0,10.0,80,8.0,29.9,0
79,2009,3,20,7,True,0.43484225,54,27,15.6,4,8.0,96,14.0,29.96,549
49,2009,2,18,13,True,0.146118721,50,7,3.8,3,10.0,75,6.0,30.21,23389
276,2008,10,2,13,True,0.086770982,67,27,9.5,3,10.0,62,17.0,29.97,19260
179,2009,6,28,10,True,0.150112867,70,30,11.6,0,10.0,56,6.0,29.87,27692
305,2008,10,31,4,False,0.742543171,65,15,13.0,4,10.0,84,15.0,30.03,0
255,2008,9,11,22,False,0.787798408,61,29,11.4,1,10.0,87,10.0,29.86,0
70,2009,3,11,1,False,0.961810467,50,28,5.9,3,10.0,73,0.0,30.07,0
273,2008,9,29,16,True,0.337552743,62,28,8.4,2,10.0,68,15.0,29.95,11093
124,2009,5,4,16,True,0.280912365,61,20,8.1,3,10.0,73,16.0,30.03,3131
166,2009,6,15,10,True,0.146726862,62,27,11.2,4,10.0,67,11.0,29.95,20343
249,2008,9,5,13,True,0.067708333,77,29,8.5,0,10.0,49,5.0,29.78,27963
122,2009,5,2,4,False,0.588164251,60,18,11.0,3,10.0,90,9.0,29.99,0
182,2009,7,1,1,False,0.762443439,65,31,8.6,2,10.0,81,6.0,29.81,0
137,2009,5,17,10,True,0.147024504,74,30,9.0,0,10.0,58,3.0,29.89,27752
208,2009,7,27,19,True,0.473067916,61,29,14.2,1,10.0,87,20.0,29.88,1873
266,2008,9,22,16,True,0.326923077,66,29,7.3,0,10.0,48,17.0,29.96,12287
299,2008,10,25,1,False,1.006153846,68,29,4.6,0,10.0,56,3.0,30.03,0
221,2009,8,9,19,True,0.48854041,71,29,9.7,2,10.0,73,15.0,29.85,1329
141,2009,5,21,16,True,0.271147161,57,30,10.4,2,10.0,60,18.0,29.88,21118
76,2009,3,17,10,True,0.191135734,58,28,9.0,3,10.0,75,6.0,30.31,15785
179,2009,6,28,4,True,0.556433409,70,30,11.6,1,10.0,72,10.0,29.84,0
66,2009,3,7,7,True,0.373925501,52,28,6.3,1,10.0,93,0.0,30.11,1364
304,2008,10,30,1,False,1.021909233,59,16,8.6,3,10.0,83,3.0,29.93,0
118,2009,4,28,4,False,0.59317905,53,27,14.5,2,10.0,74,16.0,30.09,0
85,2009,3,26,13,True,0.060565276,57,27,15.7,1,10.0,60,17.0,30.02,31714
220,2009,8,8,19,True,0.487364621,67,30,9.8,2,9.0,78,18.0,29.94,1425
215,2009,8,3,7,True,0.375743163,64,27,11.5,4,10.0,84,6.0,30.01,1259
327,2008,11,22,1,False,1.0,54,28,6.0,2,10.0,77,0.0,30.09,0
268,2008,9,24,1,False,0.914246196,66,29,10.1,0,10.0,84,3.0,29.94,0
2,2009,1,2,13,True,0.183391003,51,25,10.3,4,5.0,90,14.0,29.91,3831
92,2009,4,2,16,True,0.298291721,54,27,25.1,2,10.0,64,38.0,29.89,18575
23,2009,1,23,10,True,0.135761589,54,32,2.7,4,6.0,96,0.0,30.05,2240
101,2009,4,11,22,False,0.753196931,54,27,18.0,4,10.0,90,22.0,30.21,0
283,2008,10,9,1,False,0.956331878,62,27,14.6,0,10.0,83,15.0,29.91,0
155,2009,6,4,13,True,0.059090909,62,27,8.6,3,10.0,56,13.0,29.96,29287
217,2009,8,5,16,True,0.267622461,66,26,14.0,2,10.0,68,23.0,29.98,22084
104,2009,4,14,19,True,0.51964512,50,29,26.6,2,10.0,68,32.0,29.92,41
176,2009,6,25,13,True,0.054114994,65,26,8.6,1,10.0,51,5.0,29.91,33481
26,2009,1,26,10,True,0.134646962,47,32,6.6,1,10.0,71,3.0,30.12,15341
181,2009,6,30,22,False,0.662146893,65,32,8.1,2,10.0,78,8.0,29.82,0
17,2009,1,17,7,True,0.437710438,52,6,1.1,0,10.0,89,0.0,30.23,189
56,2009,2,25,10,True,0.123145401,56,17,7.6,3,10.0,77,6.0,30.15,9942
262,2008,9,18,16,True,0.320217096,60,26,7.9,0,10.0,51,15.0,29.98,13686
247,2008,9,3,16,True,0.298835705,73,29,7.9,0,10.0,27,20.0,29.81,15308
188,2009,7,7,19,True,0.460750853,62,27,12.9,1,10.0,67,13.0,29.91,2045
245,2008,9,1,10,True,0.165809769,69,28,7.5,0,10.0,33,0.0,29.91,25477
263,2008,9,19,13,True,0.07755102,63,21,7.3,3,10.0,61,9.0,29.98,24479
305,2008,10,31,13,True,0.105180534,65,15,13.0,3,10.0,61,18.0,30.1,8637
47,2009,2,16,1,False,0.957055215,51,15,12.6,4,10.0,89,9.0,29.59,0
34,2009,2,3,7,True,0.423076923,56,32,3.1,0,4.0,93,3.0,30.1,345
261,2008,9,17,22,False,0.805405405,62,24,9.6,0,10.0,72,6.0,30.01,0
275,2008,10,1,7,True,0.423512748,66,29,7.8,2,10.0,75,0.0,29.98,3715
220,2009,8,8,7,True,0.379061372,67,30,9.8,0,8.0,81,0.0,30.02,6035
190,2009,7,9,1,False,0.768792711,60,26,14.7,3,10.0,83,16.0,29.95,0
286,2008,10,12,16,True,0.358823529,63,32,13.4,0,10.0,29,17.0,30.13,10727
336,2008,12,1,1,False,1.025684932,53,28,6.9,0,6.0,93,0.0,30.13,0
317,2008,11,12,7,True,0.381729201,60,28,5.9,4,9.0,87,0.0,30.3,162
58,2009,2,27,13,True,0.144542773,52,32,5.2,3,10.0,64,6.0,30.17,29836
40,2009,2,9,1,False,0.979591837,48,29,16.2,3,10.0,68,18.0,29.84,0
156,2009,6,5,16,True,0.263337117,64,26,8.0,3,10.0,55,10.0,29.94,21052
266,2008,9,22,7,True,0.414835165,66,29,7.3,1,10.0,81,0.0,30.0,4026
255,2008,9,11,16,True,0.310344828,61,29,11.4,1,10.0,75,23.0,29.81,13835
144,2009,5,24,22,False,0.683967705,52,25,13.0,4,9.0,83,10.0,30.02,0
102,2009,4,12,1,False,0.853503185,56,27,17.5,4,10.0,96,17.0,30.24,0
282,2008,10,8,4,False,0.692307692,66,27,12.6,1,10.0,83,0.0,30.01,0
321,2008,11,16,19,False,0.801652893,63,5,2.0,1,10.0,68,3.0,30.06,0
106,2009,4,16,13,True,0.064231738,52,27,17.2,1,10.0,57,21.0,30.27,34751
272,2008,9,28,22,False,0.841514727,61,30,12.3,2,10.0,90,11.0,29.96,0
129,2009,5,9,13,True,0.06405694,58,28,16.8,2,10.0,58,20.0,29.97,34329
173,2009,6,22,22,False,0.662908681,67,29,10.7,0,10.0,72,13.0,29.75,0
180,2009,6,29,7,True,0.353672316,62,30,13.3,1,9.0,84,11.0,29.82,8254
74,2009,3,15,10,True,0.193863319,55,18,8.2,4,10.0,90,6.0,30.12,4700
131,2009,5,11,22,False,0.701298701,57,27,23.5,2,10.0,80,29.0,30.02,0
342,2008,12,7,19,False,0.827288428,50,27,6.6,4,10.0,80,8.0,30.06,0
326,2008,11,21,10,True,0.093802345,55,28,6.6,1,10.0,60,5.0,30.15,16265
345,2008,12,10,19,False,0.828125,51,12,4.0,0,10.0,69,3.0,30.25,0
221,2009,8,9,1,False,0.814234017,71,29,9.7,0,10.0,84,5.0,29.93,0
172,2009,6,21,22,False,0.662908681,61,28,15.4,1,10.0,77,14.0,29.88,0
126,2009,5,6,4,False,0.580645161,64,28,10.1,3,10.0,93,3.0,30.1,0
115,2009,4,25,1,False,0.820638821,52,26,18.0,1,10.0,83,14.0,30.08,0
225,2009,8,13,16,True,0.275274056,67,28,21.2,1,10.0,48,26.0,29.93,19164
227,2009,8,15,7,True,0.384803922,67,30,8.5,0,10.0,78,0.0,29.96,5826
25,2009,1,25,19,True,0.754530478,50,28,18.7,2,10.0,77,21.0,29.98,0
263,2008,9,19,22,False,0.812244898,63,21,7.3,3,10.0,81,6.0,29.99,0
275,2008,10,1,13,True,0.086402266,66,29,7.8,3,10.0,50,22.0,29.95,19583
240,2009,8,28,16,True,0.290978399,78,29,6.6,4,10.0,19,20.0,29.91,9224
329,2008,11,24,13,True,0.207419899,54,15,2.7,3,4.0,80,5.0,30.03,13434
54,2009,2,23,4,False,0.662182362,57,17,14.6,4,10.0,90,6.0,30.01,0
177,2009,6,26,16,True,0.256207675,63,29,9.8,1,10.0,57,16.0,29.87,21718
15,2009,1,15,13,True,0.170896785,56,13,3.2,1,10.0,70,6.0,30.12,23144
19,2009,1,19,19,True,0.768844221,55,14,1.9,0,10.0,48,3.0,30.15,0
216,2009,8,4,13,True,0.052443385,66,27,12.0,0,10.0,52,18.0,30.03,33187
125,2009,5,5,1,False,0.79760479,64,23,7.3,4,8.0,90,8.0,30.01,0
71,2009,3,12,22,False,0.819464034,51,28,9.5,1,10.0,86,13.0,30.15,0
112,2009,4,22,19,True,0.510532838,61,29,13.4,2,10.0,80,22.0,29.85,920
224,2009,8,12,19,True,0.492102066,71,29,12.5,3,10.0,53,14.0,29.93,1318
119,2009,4,29,22,False,0.720534629,54,27,15.2,1,10.0,77,10.0,30.17,0
196,2009,7,15,1,False,0.776119403,62,30,14.7,1,10.0,87,11.0,29.86,0
331,2008,11,26,19,False,0.818644068,55,34,2.1,3,9.0,90,0.0,29.92,0
169,2009,6,18,10,True,0.14785553,66,29,11.0,1,10.0,73,5.0,29.86,28574
257,2008,9,13,7,True,0.406666667,61,29,9.0,4,10.0,83,5.0,29.9,408
254,2008,9,10,19,True,0.547619048,64,28,9.7,1,10.0,81,15.0,29.82,345
281,2008,10,7,16,True,0.351156069,65,28,10.2,0,10.0,55,22.0,30.07,10975
14,2009,1,14,22,False,1.086440678,55,9,2.3,2,10.0,64,3.0,30.16,0
95,2009,4,5,10,True,0.171875,59,23,3.5,0,10.0,58,5.0,30.1,26917
50,2009,2,19,7,True,0.40060698,53,16,3.0,1,10.0,93,0.0,30.2,1011
245,2008,9,1,7,True,0.397172237,69,28,7.5,0,10.0,70,0.0,29.89,5418
94,2009,4,4,10,True,0.173629243,53,28,6.0,0,10.0,37,3.0,30.07,27967
4,2009,1,4,7,True,0.440414508,42,27,2.4,0,10.0,76,3.0,30.13,13
222,2009,8,10,7,True,0.3808948,73,30,10.3,0,10.0,75,0.0,29.92,6044
222,2009,8,10,19,True,0.489721886,73,30,10.3,2,10.0,78,18.0,29.91,906
357,2008,12,22,22,False,1.136125654,48,26,8.9,3,9.0,77,14.0,29.92,0
47,2009,2,16,19,True,0.699386503,51,15,12.6,4,10.0,83,15.0,29.68,0
339,2008,12,4,10,True,0.103270224,54,6,7.4,4,5.0,77,7.0,30.07,13982
216,2009,8,4,10,True,0.162097735,66,27,12.0,1,10.0,66,11.0,30.06,22158
94,2009,4,4,16,True,0.296344648,53,28,6.0,2,10.0,32,17.0,30.02,18351
13,2009,1,13,22,False,1.088285229,61,13,5.3,0,10.0,57,0.0,30.24,0
170,2009,6,19,7,True,0.350620068,63,27,23.3,1,10.0,75,8.0,29.77,8805
203,2009,7,22,10,True,0.157772622,59,27,13.7,3,10.0,78,16.0,29.98,13735
297,2008,10,23,10,True,0.174045802,69,31,4.3,0,10.0,63,5.0,30.06,20869
139,2009,5,19,1,False,0.77532014,59,28,14.4,3,10.0,90,11.0,29.94,0
253,2008,9,9,19,True,0.544137022,63,21,10.5,1,10.0,78,7.0,29.74,60
40,2009,2,9,4,False,0.697017268,48,29,16.2,3,10.0,74,10.0,29.85,0
112,2009,4,22,22,False,0.733581165,61,29,13.4,2,10.0,83,9.0,29.9,0
136,2009,5,16,10,True,0.147368421,71,30,6.4,0,10.0,70,3.0,29.89,28144
25,2009,1,25,13,True,0.161449753,50,28,18.7,3,10.0,72,21.0,30.05,19435
240,2009,8,28,1,False,0.852604828,78,29,6.6,3,10.0,72,6.0,29.97,0
189,2009,7,8,19,True,0.460750853,64,28,17.7,2,10.0,70,17.0,29.91,1980
335,2008,11,30,10,True,0.100854701,55,7,2.3,2,6.0,83,5.0,30.16,14064
99,2009,4,9,19,True,0.526383526,53,20,8.8,4,10.0,77,9.0,29.89,229
125,2009,5,5,7,True,0.366467066,64,23,7.3,4,9.0,90,7.0,30.06,983
26,2009,1,26,22,False,1.047619048,47,32,6.6,0,10.0,54,7.0,30.26,0
106,2009,4,16,10,True,0.162468514,52,27,17.2,1,10.0,59,3.0,30.28,28992
143,2009,5,23,22,False,0.684757506,53,24,12.7,4,10.0,83,13.0,30.0,0
303,2008,10,29,10,True,0.176287051,56,30,8.3,3,7.0,83,3.0,30.07,15471
197,2009,7,16,4,False,0.570114943,60,30,13.0,1,10.0,93,10.0,30.0,0
21,2009,1,21,1,False,1.03327787,55,4,2.4,2,10.0,83,0.0,30.04,0
303,2008,10,29,7,True,0.457098284,56,30,8.3,1,7.0,100,9.0,30.08,186
9,2009,1,9,22,False,1.101027397,49,11,6.6,1,10.0,46,10.0,30.37,0
246,2008,9,2,7,True,0.398195876,72,29,6.8,0,10.0,54,0.0,29.9,4939
294,2008,10,20,19,True,0.643504532,58,27,13.3,2,10.0,80,15.0,30.17,0
140,2009,5,20,13,True,0.06271777,57,27,12.3,2,10.0,52,16.0,29.95,35282
65,2009,3,6,19,True,0.660431655,52,28,12.6,2,10.0,77,15.0,30.11,335
312,2008,11,7,10,True,0.085209003,62,30,5.2,0,9.0,84,3.0,30.22,19306
206,2009,7,25,7,True,0.369158879,60,29,15.0,3,10.0,86,9.0,29.98,1343
172,2009,6,21,1,False,0.757609921,61,28,15.4,1,10.0,80,31.0,29.82,0
261,2008,9,17,7,True,0.410810811,62,24,9.6,4,10.0,70,3.0,30.03,332
280,2008,10,6,13,True,0.089337176,66,28,10.5,0,10.0,59,3.0,30.05,27732
73,2009,3,14,4,False,0.698879552,51,27,12.9,4,10.0,71,11.0,30.06,0
347,2008,12,12,7,True,0.424347826,53,27,9.4,2,6.0,89,3.0,29.95,101
96,2009,4,6,19,True,0.529182879,62,29,6.4,2,10.0,50,9.0,29.92,1163
334,2008,11,29,22,False,1.129692833,57,12,2.8,0,10.0,72,3.0,30.15,0
82,2009,3,23,19,True,0.54816825,49,29,13.5,1,10.0,64,16.0,30.26,426
299,2008,10,25,22,False,0.932307692,68,29,4.6,0,10.0,52,7.0,30.02,0
140,2009,5,20,4,True,0.56445993,57,27,12.3,2,10.0,77,13.0,29.94,0
128,2009,5,8,19,True,0.492271106,61,28,15.3,1,10.0,69,25.0,29.93,1151
138,2009,5,18,1,False,0.77532014,59,29,15.6,1,10.0,90,13.0,29.9,0
30,2009,1,30,1,False,1.009724473,52,29,4.8,0,10.0,80,5.0,30.31,0
232,2009,8,20,13,True,0.058312655,64,28,12.3,1,10.0,55,16.0,29.92,25632
104,2009,4,14,10,True,0.164765526,50,29,26.6,1,10.0,47,28.0,29.95,30856
211,2009,7,30,16,True,0.264150943,63,26,11.6,3,10.0,70,17.0,29.91,19605
102,2009,4,12,13,True,0.063694268,56,27,17.5,2,10.0,65,18.0,30.26,33567
245,2008,9,1,19,True,0.528277635,69,28,7.5,0,10.0,36,15.0,29.83,515
174,2009,6,23,13,True,0.054176072,66,30,11.5,0,10.0,43,14.0,29.72,33111
178,2009,6,27,16,True,0.256207675,70,30,9.7,0,10.0,34,21.0,29.86,20505
211,2009,7,30,1,False,0.797169811,63,26,11.6,4,10.0,87,7.0,29.89,0
163,2009,6,12,4,True,0.553672316,62,26,14.0,3,10.0,80,15.0,29.92,0
75,2009,3,16,16,True,0.30876217,59,20,8.6,3,10.0,70,16.0,30.25,12293
81,2009,3,22,16,True,0.305177112,49,29,22.1,1,10.0,55,26.0,30.22,16864
107,2009,4,17,1,False,0.839397742,57,28,12.1,1,10.0,80,11.0,30.24,0
43,2009,2,12,1,False,0.968944099,49,22,6.0,3,10.0,89,3.0,30.09,0
240,2009,8,28,13,True,0.062261753,78,29,6.6,3,10.0,36,5.0,29.94,22231
163,2009,6,12,1,False,0.757062147,62,26,14.0,3,10.0,81,9.0,29.95,0
313,2008,11,8,1,False,0.956521739,58,27,10.2,1,10.0,90,10.0,30.11,0
50,2009,2,19,4,False,0.673748103,53,16,3.0,0,10.0,93,0.0,30.17,0
304,2008,10,30,22,False,0.949921753,59,16,8.6,3,10.0,70,23.0,29.93,0
267,2008,9,23,4,False,0.664827586,69,29,8.7,0,10.0,75,3.0,29.96,0
75,2009,3,16,10,True,0.191933241,59,20,8.6,4,9.0,87,11.0,30.26,6543
36,2009,2,5,10,True,0.133757962,55,16,10.3,3,10.0,83,11.0,29.96,4891
357,2008,12,22,10,True,0.120418848,48,26,8.9,1,10.0,69,9.0,29.91,13034
96,2009,4,6,13,True,0.062256809,62,29,6.4,3,10.0,31,3.0,29.97,29516
137,2009,5,17,22,False,0.693115519,74,30,9.0,1,10.0,78,11.0,29.9,0
334,2008,11,29,4,False,0.71331058,57,12,2.8,4,4.0,96,5.0,30.17,0
207,2009,7,26,13,True,0.051461988,63,30,13.0,1,10.0,53,13.0,29.96,33306
124,2009,5,4,22,False,0.713085234,61,20,8.1,4,10.0,93,9.0,30.01,0
232,2009,8,20,7,True,0.388337469,64,28,12.3,3,10.0,81,7.0,29.91,759
54,2009,2,23,13,True,0.144992526,57,17,14.6,4,10.0,84,18.0,30.07,2918
204,2009,7,23,22,False,0.679069767,60,26,13.6,4,10.0,87,14.0,29.93,0
313,2008,11,8,13,True,0.202898551,58,27,10.2,4,10.0,84,9.0,29.98,3697
332,2008,11,27,22,False,1.123938879,56,29,7.2,4,10.0,83,8.0,30.2,0
25,2009,1,25,1,False,1.024711697,50,28,18.7,4,10.0,71,16.0,30.15,0
161,2009,6,10,13,True,0.057692308,62,26,10.5,4,10.0,63,9.0,29.97,25956
67,2009,3,8,19,True,0.571428571,52,26,13.4,1,10.0,71,10.0,29.96,230
347,2008,12,12,1,False,1.050434783,53,27,9.4,4,8.0,90,8.0,29.97,0
301,2008,10,27,22,False,0.939534884,55,29,9.0,2,10.0,90,14.0,30.18,0
105,2009,4,15,22,False,0.744949495,49,28,20.5,1,10.0,80,17.0,30.19,0
180,2009,6,29,19,True,0.459887006,62,30,13.3,1,10.0,72,14.0,29.78,2070
168,2009,6,17,13,True,0.05524239,62,26,14.0,3,10.0,70,17.0,29.95,30530
147,2009,5,27,19,True,0.474167623,60,30,11.4,2,10.0,80,11.0,29.85,1526
168,2009,6,17,16,True,0.258173619,62,26,14.0,3,10.0,70,20.0,29.91,21210
168,2009,6,17,19,True,0.461104848,62,26,14.0,3,10.0,81,15.0,29.88,1986
333,2008,11,28,22,False,1.12585034,53,24,3.9,2,8.0,96,0.0,30.22,0
2,2009,1,2,19,False,0.806228374,51,25,10.3,2,10.0,74,14.0,29.95,0
94,2009,4,4,19,True,0.531331593,53,28,6.0,1,10.0,50,16.0,30.02,604
219,2009,8,7,1,False,0.81032413,64,27,16.1,3,10.0,87,11.0,30.03,0
165,2009,6,14,1,False,0.756207675,64,26,9.6,3,10.0,81,8.0,29.97,0
19,2009,1,19,7,True,0.43718593,55,14,1.9,0,10.0,77,0.0,30.24,23
29,2009,1,29,7,True,0.428338762,54,10,4.8,1,10.0,53,14.0,30.33,0
34,2009,2,3,10,True,0.134615385,56,32,3.1,0,4.0,67,6.0,30.1,15731
110,2009,4,20,13,True,0.063511831,75,31,5.5,1,10.0,60,6.0,30.0,31440
196,2009,7,15,22,False,0.670493685,62,30,14.7,1,10.0,93,15.0,29.99,0
23,2009,1,23,1,False,1.029801325,54,32,2.7,4,7.0,75,7.0,30.01,0
175,2009,6,24,19,True,0.459977452,63,32,7.9,1,10.0,70,8.0,29.87,1060
263,2008,9,19,7,True,0.412244898,63,21,7.3,1,10.0,80,3.0,29.99,4232
268,2008,9,24,13,True,0.081604426,66,29,10.1,1,10.0,51,13.0,29.92,27114
258,2008,9,14,13,True,0.073627845,62,29,10.1,1,10.0,63,15.0,29.96,28581
100,2009,4,10,16,True,0.293589744,54,27,15.8,2,10.0,64,29.0,29.88,15012
276,2008,10,2,1,False,0.937411095,67,27,9.5,3,10.0,84,10.0,29.94,0
21,2009,1,21,16,True,0.46422629,55,4,2.4,4,10.0,72,3.0,29.98,1216
356,2008,12,21,4,False,0.746945899,49,12,5.1,3,10.0,77,3.0,30.22,0
